"AGEP","SCHL","SSP","WAGP","WKHP","DIS","HICOV","PERNP","PINCP","POVPIP","POVERTY"
6,"03",NA,NA,NA,2,1,NA,NA,458,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,458,FALSE
32,"19",0,35000,40,2,1,35000,35000,458,FALSE
34,"20",0,33000,32,2,1,33000,33000,432,FALSE
36,"16",0,38000,45,2,1,38000,38000,432,FALSE
60,"16",0,0,NA,2,1,0,10000,501,FALSE
67,"19",0,54000,30,1,1,54000,89600,501,FALSE
83,"19",17500,0,NA,2,1,0,27500,231,FALSE
47,"20",0,67000,45,2,1,67000,67000,501,FALSE
74,"21",19800,0,NA,2,1,0,61900,461,FALSE
71,"20",2400,0,NA,2,1,0,2400,461,FALSE
35,"20",0,25000,40,2,1,25000,25000,461,FALSE
39,"17",0,60000,40,2,1,60000,64000,499,FALSE
32,"16",0,15000,35,2,2,15000,15000,117,FALSE
11,"07",NA,NA,NA,2,1,NA,NA,NA,NA
77,"20",7900,0,NA,1,1,0,7900,267,FALSE
80,"19",23700,0,NA,1,1,0,23700,267,FALSE
55,"21",0,20800,60,2,1,20800,20800,267,FALSE
30,"20",0,27000,40,2,1,27000,27000,178,FALSE
27,"20",0,18000,30,2,1,18000,18000,178,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,178,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,178,FALSE
69,"18",13000,6000,12,2,1,6000,26000,218,FALSE
37,"20",0,65000,40,2,1,65000,65000,343,FALSE
35,"16",0,22000,20,2,1,22000,22000,343,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,343,FALSE
11,"07",NA,NA,NA,2,1,NA,NA,343,FALSE
74,"20",14000,0,NA,2,1,0,16200,136,FALSE
51,"18",0,35500,38,2,1,35500,35500,501,FALSE
53,"19",0,75000,50,2,1,75000,75000,501,FALSE
77,"24",28800,0,NA,1,1,0,83300,501,FALSE
72,"20",13200,0,NA,2,1,0,17100,501,FALSE
34,"20",0,10000,20,2,1,10000,10000,118,FALSE
33,"17",0,20000,40,2,1,20000,20000,118,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,118,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,118,FALSE
56,"16",0,45000,60,2,1,45000,45000,332,FALSE
57,"14",4000,0,NA,1,1,0,4000,332,FALSE
19,"14",0,16200,40,2,1,16200,16200,332,FALSE
20,"16",0,5000,40,2,1,5000,5000,38,TRUE
30,"21",0,0,NA,2,1,0,0,218,FALSE
33,"22",0,65000,45,2,1,65000,65000,218,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,218,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,218,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,218,FALSE
67,"18",21600,26400,40,2,1,28400,50000,419,FALSE
40,"21",0,15000,15,2,1,15000,15000,121,FALSE
41,"21",0,25000,40,2,1,25000,25000,121,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,121,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,121,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,121,FALSE
7,"03",NA,NA,NA,2,1,NA,NA,121,FALSE
36,"22",0,68000,50,2,1,68000,68000,386,FALSE
38,"21",0,28000,40,2,1,28000,28000,386,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,386,FALSE
7,"03",NA,NA,NA,2,1,NA,NA,386,FALSE
56,"16",0,0,35,2,1,24000,24000,343,FALSE
57,"16",0,0,NA,1,1,0,32900,343,FALSE
67,"16",11100,0,3,1,1,600,11700,167,FALSE
37,"16",13200,0,NA,1,2,0,13200,167,FALSE
47,"16",0,40000,40,2,1,40000,40000,308,FALSE
28,"23",0,5000,40,2,1,5000,5000,39,TRUE
24,"21",0,59000,50,2,1,59000,59000,461,FALSE
50,"19",0,126000,55,2,1,126000,126000,501,FALSE
33,"21",0,0,NA,2,1,0,0,330,FALSE
30,"21",0,98000,80,2,1,98000,96700,330,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,330,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,330,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,330,FALSE
35,"19",0,26000,40,2,1,26000,26000,251,FALSE
39,"19",0,38000,40,2,1,38000,38000,251,FALSE
10,"06",NA,NA,NA,2,1,NA,NA,251,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,251,FALSE
33,"21",0,150000,50,2,1,150000,150000,501,FALSE
33,"23",0,70000,50,2,1,70000,70000,501,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
61,"16",0,60000,50,2,1,60000,60000,272,FALSE
19,"16",0,0,NA,2,1,0,0,272,FALSE
17,"13",0,0,NA,2,1,0,0,272,FALSE
52,"16",0,10000,30,2,1,10000,10000,272,FALSE
43,"19",0,1e+05,45,2,1,1e+05,1e+05,501,FALSE
42,"19",0,0,50,2,1,30000,30000,501,FALSE
15,"11",0,0,NA,2,1,NA,0,501,FALSE
35,"20",0,40000,40,2,1,40000,40000,396,FALSE
35,"20",0,90000,40,2,1,90000,90000,396,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,396,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,396,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,396,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,396,FALSE
43,"19",0,103000,60,2,1,103000,103000,435,FALSE
40,"16",0,5000,12,2,1,5000,5000,435,FALSE
18,"14",0,4000,10,2,1,4000,4000,435,FALSE
15,"11",0,0,NA,2,1,NA,0,435,FALSE
76,"24",24700,0,NA,2,1,0,50930,501,FALSE
76,"24",19800,0,NA,2,1,0,37900,501,FALSE
29,"21",0,50000,40,2,1,50000,50000,501,FALSE
30,"22",0,38000,45,2,1,38000,38000,501,FALSE
25,"19",0,33200,41,1,1,25500,25500,197,FALSE
54,"16",0,25000,24,2,1,25000,31000,501,FALSE
53,"18",0,78000,50,2,1,78000,78000,501,FALSE
24,"19",0,25000,40,2,1,25000,25000,501,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,501,FALSE
70,"18",15100,9000,16,2,1,9000,42400,349,FALSE
67,"16",9400,0,NA,2,1,0,9400,349,FALSE
40,"16",0,0,40,2,1,25000,25000,76,TRUE
16,"13",0,0,NA,2,1,0,0,76,TRUE
15,"11",0,0,NA,2,1,NA,0,76,TRUE
14,"10",NA,NA,NA,2,1,NA,NA,76,TRUE
12,"09",NA,NA,NA,2,1,NA,NA,76,TRUE
11,"08",NA,NA,NA,2,1,NA,NA,76,TRUE
54,"16",0,0,60,2,1,25000,25000,269,FALSE
67,"15",3400,0,5,2,1,0,19900,269,FALSE
46,"18",0,0,NA,2,1,0,8400,168,FALSE
48,"19",0,52000,40,2,1,52000,52000,168,FALSE
17,"14",0,1300,6,2,1,1300,1300,168,FALSE
15,"12",0,0,NA,2,1,NA,80,168,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,168,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,168,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,168,FALSE
67,"21",25000,0,NA,1,1,0,75500,501,FALSE
34,"20",0,0,50,2,1,40000,40000,200,FALSE
33,"20",0,0,NA,2,1,0,0,200,FALSE
4,"02",NA,NA,NA,2,1,NA,NA,200,FALSE
35,"17",0,55000,40,2,1,55000,55000,185,FALSE
33,"16",0,0,NA,2,1,0,0,185,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,185,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,185,FALSE
4,"02",NA,NA,NA,2,1,NA,NA,185,FALSE
74,"16",2000,0,NA,2,1,0,48000,318,FALSE
55,"16",0,0,NA,1,2,0,0,318,FALSE
30,"22",0,200,12,2,1,2200,2200,8,TRUE
10,"08",NA,NA,NA,2,1,NA,NA,8,TRUE
7,"05",NA,NA,NA,2,1,NA,NA,8,TRUE
2,NA,NA,NA,NA,2,1,NA,NA,8,TRUE
44,"01",0,9000,50,2,2,9000,9000,69,TRUE
24,"16",0,70000,60,2,1,70000,70000,501,FALSE
72,"19",12000,0,NA,1,1,0,21600,182,FALSE
23,"19",0,25000,25,2,1,25000,25000,195,FALSE
26,"21",0,38000,40,2,2,38000,38000,296,FALSE
24,"16",0,30000,20,2,1,30000,30000,234,FALSE
29,"16",0,47400,40,2,1,47400,47400,501,FALSE
27,"21",0,42000,35,1,1,42000,42000,501,FALSE
37,"21",0,0,NA,2,1,0,0,343,FALSE
41,"22",0,140000,50,2,1,140000,140000,343,FALSE
12,"10",NA,NA,NA,2,1,NA,NA,343,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,343,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,343,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,343,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,343,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,343,FALSE
58,"14",0,50000,52,2,1,50000,50000,275,FALSE
59,"16",0,4000,20,1,1,4000,4000,275,FALSE
17,"14",0,900,12,2,1,900,900,275,FALSE
55,"20",0,48000,40,2,1,48000,48000,368,FALSE
27,"21",0,113000,50,2,1,113000,113010,453,FALSE
28,"21",0,0,NA,2,1,0,0,453,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,453,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,453,FALSE
52,"19",0,43000,60,2,2,43000,43000,330,FALSE
41,"22",0,54000,40,2,1,54000,99000,327,FALSE
40,"18",0,20000,40,2,1,20000,20000,327,FALSE
17,"18",0,2000,20,2,1,2000,2000,327,FALSE
17,"12",0,0,NA,1,1,0,0,327,FALSE
13,"10",NA,NA,NA,2,1,NA,NA,327,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,327,FALSE
9,"05",NA,NA,NA,2,1,NA,NA,327,FALSE
54,"22",0,0,NA,2,1,0,0,417,FALSE
61,"22",0,0,NA,2,1,0,70000,417,FALSE
55,"19",0,77000,40,2,1,77000,77000,501,FALSE
58,"18",0,31500,40,1,1,31500,63500,501,FALSE
64,"20",24000,9000,22,2,1,9000,45000,377,FALSE
65,"21",10800,9000,16,1,1,9000,19800,377,FALSE
21,"18",0,8000,20,2,1,8000,8000,377,FALSE
21,"16",0,11500,18,2,1,11500,11500,89,TRUE
43,"21",0,42000,40,2,1,42000,42000,423,FALSE
46,"20",0,42000,35,2,1,42000,42000,423,FALSE
15,"13",0,0,NA,2,1,NA,1500,423,FALSE
40,"19",0,60000,40,2,2,60000,60000,291,FALSE
36,"19",0,27300,38,2,2,27300,27300,291,FALSE
14,"11",NA,NA,NA,2,2,NA,NA,291,FALSE
13,"10",NA,NA,NA,2,2,NA,NA,291,FALSE
11,"07",NA,NA,NA,2,2,NA,NA,291,FALSE
29,"20",0,50000,60,2,1,50000,50000,501,FALSE
30,"21",0,420000,60,2,1,420000,420000,501,FALSE
62,"17",0,35000,40,2,1,35000,35000,501,FALSE
56,"19",0,40000,40,2,1,40000,45000,501,FALSE
87,"18",17200,0,NA,2,1,0,17200,501,FALSE
62,"16",20200,6000,12,2,1,6000,26200,202,FALSE
36,"21",0,0,NA,2,1,0,0,394,FALSE
37,"24",0,1e+05,52,2,1,1e+05,1e+05,394,FALSE
12,"08",NA,NA,NA,2,1,NA,NA,394,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,394,FALSE
25,"20",0,14000,28,2,1,14000,14000,177,FALSE
22,"21",0,15000,40,2,1,15700,15700,177,FALSE
56,"16",0,35000,30,2,1,35000,35000,501,FALSE
55,"21",0,85000,40,2,1,85000,85000,501,FALSE
61,"19",0,0,NA,2,1,0,24000,371,FALSE
62,"19",0,38000,40,2,1,38000,38000,371,FALSE
42,"18",0,19000,28,2,1,19000,19000,329,FALSE
49,"18",0,60000,50,2,1,60000,60000,329,FALSE
19,"20",0,6500,10,2,1,6500,6500,329,FALSE
13,"11",NA,NA,NA,2,1,NA,NA,329,FALSE
52,"16",13000,0,NA,1,1,0,13000,134,FALSE
76,"01",9000,0,NA,2,1,0,9000,134,FALSE
37,"22",0,85000,40,2,1,85000,85000,175,FALSE
46,"21",0,0,NA,2,1,0,0,175,FALSE
15,"12",0,0,NA,2,1,NA,0,175,FALSE
14,"10",NA,NA,NA,2,1,NA,NA,175,FALSE
13,"09",NA,NA,NA,2,1,NA,NA,175,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,175,FALSE
10,"06",NA,NA,NA,2,1,NA,NA,175,FALSE
10,"05",NA,NA,NA,2,1,NA,NA,175,FALSE
7,"03",NA,NA,NA,2,1,NA,NA,175,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,175,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,175,FALSE
74,"16",13200,0,NA,2,1,0,13250,201,FALSE
70,"16",15600,22800,32,2,1,22800,38400,201,FALSE
30,"16",0,10000,40,2,1,10000,10000,201,FALSE
10,"06",NA,NA,NA,2,1,NA,NA,201,FALSE
8,"04",NA,NA,NA,2,1,NA,NA,201,FALSE
58,"14",0,70000,70,2,1,70000,70000,501,FALSE
47,"16",0,310,20,1,1,310,310,182,FALSE
62,"16",0,560,20,2,1,560,560,182,FALSE
21,"19",0,0,48,1,1,25000,25000,182,FALSE
20,"19",0,0,48,1,1,25000,25000,182,FALSE
20,"18",0,4800,20,2,1,4800,4800,182,FALSE
48,"16",0,53000,40,2,1,53000,53000,501,FALSE
55,"21",0,32000,40,2,1,32000,32000,501,FALSE
29,"20",0,29000,40,2,1,29000,29000,501,FALSE
21,"16",0,25000,40,2,1,25000,25000,501,FALSE
24,"15",0,30000,40,2,1,30000,30000,234,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,NA,NA
73,"21",19400,0,NA,2,1,0,53770,421,FALSE
67,"19",9200,0,NA,2,1,0,9200,421,FALSE
43,"19",0,30000,42,2,1,30000,30000,107,FALSE
44,"19",0,0,50,2,1,2000,2000,107,FALSE
21,"20",0,9000,30,2,1,9000,9000,107,FALSE
20,"20",0,1000,25,2,1,1000,1000,107,FALSE
17,"14",0,0,NA,2,1,0,0,107,FALSE
14,"10",NA,NA,NA,2,1,NA,NA,107,FALSE
9,"05",NA,NA,NA,2,1,NA,NA,107,FALSE
46,"21",0,80000,60,2,1,80000,80000,501,FALSE
62,"16",0,80000,40,2,1,80000,80000,476,FALSE
56,"16",0,0,NA,2,1,0,0,476,FALSE
36,"21",0,8400,26,2,1,8400,8400,54,TRUE
37,"19",0,12000,40,2,1,12000,12000,54,TRUE
7,"04",NA,NA,NA,2,1,NA,NA,54,TRUE
5,"02",NA,NA,NA,2,1,NA,NA,54,TRUE
3,"02",NA,NA,NA,2,1,NA,NA,54,TRUE
1,NA,NA,NA,NA,2,1,NA,NA,54,TRUE
0,NA,NA,NA,NA,2,1,NA,NA,54,TRUE
67,"20",13000,0,NA,2,1,0,31000,298,FALSE
65,"16",9000,0,NA,2,1,0,13700,298,FALSE
29,"22",0,73000,40,2,1,83000,83000,501,FALSE
74,"16",22000,0,NA,2,1,0,46000,501,FALSE
79,"16",5000,0,NA,1,1,0,45500,501,FALSE
38,"19",0,80000,50,2,1,80000,80000,241,FALSE
35,"19",0,0,NA,2,1,0,0,241,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,241,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,241,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,241,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,241,FALSE
60,"13",0,9000,22,2,1,9000,9000,132,FALSE
70,"19",12800,0,NA,2,1,0,12800,132,FALSE
57,"16",0,12600,27,2,1,12600,12610,98,TRUE
64,"18",9100,0,NA,1,1,0,9100,70,TRUE
27,"16",0,54000,36,2,1,54000,67000,339,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,339,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,339,FALSE
24,"16",0,10000,28,2,1,10000,10000,78,TRUE
48,"18",0,27000,40,2,1,27000,27000,272,FALSE
49,"20",0,18800,40,2,1,18800,18800,272,FALSE
18,"15",0,6800,15,1,1,6800,6800,272,FALSE
60,"21",9500,0,NA,1,1,0,9500,74,TRUE
52,"24",0,65000,40,2,1,65000,65000,501,FALSE
50,"20",0,36000,40,2,1,36000,36000,501,FALSE
69,"21",25600,0,NA,2,1,0,56600,501,FALSE
63,"21",0,0,NA,2,1,0,31000,501,FALSE
69,"21",26000,27500,15,1,1,27500,95510,335,FALSE
65,"21",9400,0,NA,2,1,0,9400,335,FALSE
38,"21",0,30000,40,2,1,30000,31000,335,FALSE
28,"20",0,0,NA,1,1,0,0,335,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,335,FALSE
8,"04",NA,NA,NA,2,1,NA,NA,335,FALSE
6,"02",NA,NA,NA,2,1,NA,NA,335,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,335,FALSE
29,"19",0,40000,40,2,1,40000,40000,335,FALSE
51,"17",0,0,NA,2,2,0,0,406,FALSE
23,"16",0,40000,40,2,1,40000,40000,406,FALSE
22,"16",0,38000,78,2,1,38000,38000,406,FALSE
27,"21",0,57000,44,2,1,57000,57000,288,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,288,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,288,FALSE
28,"19",0,0,NA,2,1,0,0,0,TRUE
29,"16",0,0,NA,2,1,0,1000,5,TRUE
0,NA,NA,NA,NA,2,1,NA,NA,5,TRUE
32,"20",0,60000,40,2,2,60000,60000,467,FALSE
71,"18",16900,0,NA,2,1,0,16900,348,FALSE
48,"16",0,35000,40,2,1,35000,35000,348,FALSE
21,"19",0,14400,30,1,1,14400,14400,111,FALSE
21,"18",0,21000,40,2,1,21000,21000,162,FALSE
78,"16",24000,0,NA,2,1,0,39000,349,FALSE
75,"16",6700,0,NA,2,1,0,13700,349,FALSE
54,"21",0,45000,40,2,1,45000,45000,320,FALSE
18,"16",0,8400,40,2,1,8400,8400,320,FALSE
48,"16",0,10500,30,1,1,10500,11900,91,TRUE
4,"01",NA,NA,NA,2,1,NA,NA,NA,NA
76,"16",18000,0,NA,2,1,0,18000,235,FALSE
72,"20",17000,0,NA,2,1,0,17000,235,FALSE
33,"23",0,75000,50,2,1,75000,75000,448,FALSE
33,"19",0,0,NA,1,1,0,0,448,FALSE
44,"21",0,40000,45,2,1,40000,40000,151,FALSE
43,"20",0,0,33,2,1,10000,10000,151,FALSE
17,"14",0,580,2,2,1,580,580,151,FALSE
15,"12",0,0,NA,2,1,NA,0,151,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,151,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,151,FALSE
25,"16",0,27000,40,2,1,27000,27000,170,FALSE
25,"16",0,24000,40,2,1,24000,24000,170,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,170,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,170,FALSE
3,"02",NA,NA,NA,2,2,NA,NA,170,FALSE
34,"23",0,90000,42,2,1,90000,90000,501,FALSE
25,"20",0,54000,40,2,1,56100,56100,435,FALSE
65,"16",0,70000,50,2,1,70000,70000,501,FALSE
61,"16",0,25000,40,2,1,25000,25000,501,FALSE
29,"18",0,15700,35,2,1,15700,15700,501,FALSE
25,"21",0,1e+05,40,2,1,1e+05,1e+05,501,FALSE
53,"21",0,180000,40,2,1,180000,180150,501,FALSE
53,"21",0,0,NA,2,1,0,0,501,FALSE
71,"16",21500,0,NA,1,1,0,54800,501,FALSE
70,"16",11400,0,NA,2,1,0,28200,501,FALSE
82,"16",24000,0,NA,2,1,0,24100,119,FALSE
26,"19",0,12500,20,2,1,12500,12500,119,FALSE
27,"21",0,0,NA,2,1,0,0,119,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,119,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,119,FALSE
41,"21",0,40500,40,1,1,40500,43900,264,FALSE
18,"13",0,0,NA,1,1,0,0,264,FALSE
76,"16",3800,0,NA,2,1,0,41800,354,FALSE
24,"19",0,10000,20,2,1,10000,10500,81,TRUE
57,"17",0,0,NA,2,2,0,0,0,TRUE
35,"20",0,95000,40,2,1,95000,95000,501,FALSE
35,"21",0,72000,45,2,1,72000,72000,501,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
31,"21",0,40000,50,2,1,40000,40000,230,FALSE
33,"21",0,36000,50,2,1,36000,36000,230,FALSE
8,"04",NA,NA,NA,2,1,NA,NA,230,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,230,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,230,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,230,FALSE
67,"18",0,0,NA,2,1,0,75900,437,FALSE
63,"16",0,5200,20,2,1,5200,5200,437,FALSE
21,"16",0,2700,32,2,1,2700,2700,437,FALSE
58,"16",10600,0,NA,1,1,0,19900,153,FALSE
57,"19",0,97000,46,2,1,97000,98000,501,FALSE
52,"21",0,97000,40,2,1,97000,97000,501,FALSE
50,"18",0,40000,40,2,1,40000,40000,461,FALSE
54,"21",0,0,40,2,1,60000,60000,461,FALSE
20,"18",0,20000,40,2,1,20000,20000,461,FALSE
17,"14",0,500,10,2,1,500,500,461,FALSE
30,"18",0,0,NA,1,1,0,0,112,FALSE
33,"17",0,0,NA,1,1,0,41100,112,FALSE
10,"06",NA,NA,NA,2,1,NA,NA,112,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,112,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,112,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,112,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,112,FALSE
36,"11",0,40000,80,2,1,40000,40000,159,FALSE
14,"12",NA,NA,NA,1,1,NA,NA,159,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,159,FALSE
9,"07",NA,NA,NA,2,1,NA,NA,159,FALSE
39,"13",0,26000,36,2,1,26000,26000,202,FALSE
35,"21",0,75000,45,2,1,75000,75000,501,FALSE
32,"16",0,45000,40,2,1,45000,45000,501,FALSE
37,"19",0,65000,52,2,1,65000,65000,501,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
35,"07",0,12000,40,2,2,12000,12000,72,TRUE
35,"01",0,0,NA,2,2,0,0,72,TRUE
29,"19",0,1e+05,45,2,1,1e+05,1e+05,335,FALSE
31,"19",0,0,NA,2,1,0,0,335,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,335,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,335,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,335,FALSE
42,"14",0,20000,32,2,2,20000,20000,240,FALSE
40,"17",0,40000,40,2,2,40000,40000,240,FALSE
16,"13",0,300,4,2,2,300,300,240,FALSE
15,"11",0,0,NA,2,2,NA,0,240,FALSE
36,"14",0,20000,40,2,1,20000,20000,153,FALSE
16,"13",0,0,NA,2,1,0,0,153,FALSE
9,"07",NA,NA,NA,2,1,NA,NA,153,FALSE
40,"14",0,13200,40,2,1,13200,13200,153,FALSE
20,"15",0,19200,30,2,1,19200,19200,153,FALSE
16,"13",0,0,NA,2,1,0,0,153,FALSE
43,"19",0,60000,50,2,1,60000,60000,218,FALSE
40,"19",0,6900,20,2,1,6900,6900,218,FALSE
17,"13",0,5000,10,2,1,5000,5000,218,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,218,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,218,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,218,FALSE
53,"16",0,21000,75,2,1,21000,21000,148,FALSE
39,"11",0,17000,30,2,1,17000,17000,148,FALSE
18,"14",0,800,30,2,1,800,800,148,FALSE
14,"12",NA,NA,NA,2,1,NA,NA,148,FALSE
70,"21",4600,0,NA,2,1,0,4600,158,FALSE
70,"19",19000,0,NA,2,1,0,19000,158,FALSE
56,"14",0,48000,40,2,1,48000,48000,312,FALSE
59,"16",0,0,NA,2,1,0,0,312,FALSE
22,"20",0,18000,35,2,1,18000,18000,312,FALSE
20,"19",0,14900,35,2,1,14900,14900,312,FALSE
56,"16",0,18000,35,2,1,18000,18000,138,FALSE
54,"16",0,18000,35,2,1,18000,18000,138,FALSE
25,"18",0,30000,35,2,1,30000,30000,230,FALSE
50,"16",0,0,NA,2,1,0,8400,404,FALSE
53,"16",0,50000,40,2,2,50000,50000,404,FALSE
27,"21",0,67000,45,1,1,67000,67000,404,FALSE
18,"16",0,500,10,2,1,500,500,404,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,404,FALSE
85,"19",10000,0,NA,2,1,0,18500,155,FALSE
57,"18",0,13400,40,2,1,13400,13400,102,FALSE
27,"20",0,32000,40,2,1,32000,32000,258,FALSE
32,"21",0,5000,35,2,1,5000,10500,258,FALSE
49,"19",0,53000,45,2,1,53000,53000,172,FALSE
50,"16",0,0,NA,2,1,0,0,172,FALSE
21,"15",0,80,5,2,1,80,80,172,FALSE
19,"19",0,0,NA,2,1,0,0,172,FALSE
18,"15",0,0,NA,2,1,0,0,172,FALSE
76,"19",17300,0,NA,2,1,0,17300,441,FALSE
80,"16",13000,35000,40,1,1,36000,49000,441,FALSE
56,"22",0,82000,60,2,1,82000,125900,501,FALSE
52,"19",0,0,NA,2,1,0,0,501,FALSE
32,"19",0,35200,40,2,1,35200,35200,501,FALSE
19,"18",0,7500,35,2,1,7500,7500,501,FALSE
76,"20",19800,0,NA,1,1,0,19800,221,FALSE
42,"17",0,0,NA,2,1,0,13000,221,FALSE
85,"16",12000,0,NA,1,1,0,12000,177,FALSE
78,"17",12700,0,NA,1,1,0,14500,177,FALSE
32,"21",0,30000,32,2,1,30000,30000,231,FALSE
31,"20",0,29000,60,2,1,29000,29000,224,FALSE
33,"16",0,36000,40,2,1,36000,44400,175,FALSE
13,"09",NA,NA,NA,2,1,NA,NA,175,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,175,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,175,FALSE
40,"21",0,1e+05,60,2,1,1e+05,1e+05,315,FALSE
38,"18",0,28600,40,2,1,28600,28600,315,FALSE
17,"14",0,0,NA,2,1,0,0,315,FALSE
15,"12",0,0,NA,2,1,NA,0,315,FALSE
11,"07",NA,NA,NA,2,1,NA,NA,315,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,315,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,315,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,315,FALSE
26,"21",0,18000,40,2,1,18000,18000,239,FALSE
36,"22",0,21600,40,2,1,21600,21600,239,FALSE
35,"18",0,26000,36,2,1,26000,26000,258,FALSE
36,"16",0,50000,40,2,1,50000,50000,258,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,258,FALSE
6,"01",NA,NA,NA,2,1,NA,NA,258,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,258,FALSE
69,"18",34300,0,NA,1,1,0,34300,501,FALSE
72,"16",19000,0,NA,2,1,0,49000,501,FALSE
64,"21",0,109000,40,2,1,109000,160700,501,FALSE
63,"19",0,1500,8,2,1,1500,1500,501,FALSE
53,"20",0,150000,40,2,1,150000,150000,501,FALSE
55,"21",0,0,NA,2,1,0,0,501,FALSE
20,"16",0,0,NA,2,1,0,0,501,FALSE
18,"16",0,3000,40,2,1,3000,3000,501,FALSE
62,"01",0,0,50,1,1,55000,55000,329,FALSE
61,"01",0,0,NA,2,1,0,0,329,FALSE
52,"24",0,420000,40,2,1,440000,674000,501,FALSE
57,"21",0,0,NA,2,1,0,0,501,FALSE
20,"19",0,5000,30,2,1,5000,6000,501,FALSE
17,"14",0,3000,15,2,1,3000,4000,501,FALSE
84,"16",15600,0,NA,1,1,0,15600,130,FALSE
75,"16",17300,0,NA,2,1,0,36500,308,FALSE
